NMMB/CMAQ+GDAS+RAQMS True Full State Vector Data
Data_Size = 75 x 9
surfaceTemperature = 288.15
ZSUR = 5.0000
latitude = 39.4101
longitude = -76.297
YYYYMMDD = 20110730
UTCSEC = 64567.0
End_of_Header  ****  End_of_Header  ****  End_of_Header  ****  End_of_Header
Level Pressure     TATM       H2O        O3         NO2        HCHO       SO2        CO
-     hPa          K          VMR        VMR        VMR        VMR        VMR        VMR
 52     38.9830856 2.1881E+02 1.5501E-06 3.2376E-06 3.8362E-10 2.4514E-11 3.2157E-15 1.8183E-08
 53     36.1492844 2.1930E+02 1.4488E-06 3.6236E-06 4.6101E-10 2.6615E-11 2.4067E-15 1.7978E-08
 54     33.6503983 2.1976E+02 1.5346E-06 4.0186E-06 5.8982E-10 2.9329E-11 1.9017E-15 1.8090E-08
 55     31.1515160 2.2026E+02 1.6203E-06 4.4136E-06 7.1862E-10 3.2042E-11 1.3967E-15 1.8202E-08
 56     28.9508629 2.2073E+02 1.7660E-06 4.8121E-06 8.3205E-10 3.4432E-11 9.5196E-16 1.8301E-08
 57     26.7502117 2.2124E+02 1.9116E-06 5.2106E-06 9.4548E-10 3.6821E-11 5.0722E-16 1.8399E-08
 58     24.8144417 2.2173E+02 1.9437E-06 5.5561E-06 1.1885E-09 4.0182E-11 3.7374E-16 1.8555E-08
 59     22.8786736 2.2226E+02 1.9758E-06 5.9016E-06 1.4315E-09 4.3543E-11 2.4027E-16 1.8711E-08
 60     21.1776352 2.2276E+02 1.9230E-06 6.2188E-06 1.6761E-09 4.6770E-11 1.7893E-16 1.8863E-08
 61     19.4765949 2.2330E+02 1.8701E-06 6.5359E-06 1.9207E-09 4.9997E-11 1.1758E-16 1.9015E-08
 62     17.9831581 2.2383E+02 1.8195E-06 6.9022E-06 2.1646E-09 5.2452E-11 7.6033E-17 1.9063E-08
 63     16.4897194 2.2440E+02 1.7688E-06 7.2685E-06 2.4085E-09 5.4907E-11 3.4485E-17 1.9111E-08
 64     15.1795750 2.2494E+02 1.7500E-06 7.5763E-06 2.6898E-09 5.6187E-11 2.6546E-17 1.8956E-08
 65     13.8694305 2.2554E+02 1.7313E-06 7.8841E-06 2.9711E-09 5.7467E-11 1.8607E-17 1.8800E-08
 66     11.5723000 2.2673E+02 1.7159E-06 8.3360E-06 3.4644E-09 5.9711E-11 4.6869E-18 1.8527E-08
 67      9.5596762 2.2801E+02 1.6381E-06 8.5870E-06 3.5397E-09 5.5602E-11 2.0196E-18 1.6283E-08
 68      7.7972245 2.3067E+02 1.5163E-06 8.7036E-06 3.5655E-09 5.1318E-11 7.5992E-19 1.4090E-08
 69      6.2545238 2.3488E+02 1.4239E-06 8.6784E-06 3.1254E-09 4.5235E-11 2.3161E-19 1.1706E-08
 70      4.9046464 2.3960E+02 1.4169E-06 8.3707E-06 2.4969E-09 3.8683E-11 7.1651E-20 9.3746E-09
 71      3.7237844 2.4507E+02 1.6433E-06 7.4844E-06 1.8797E-09 4.3642E-11 4.6232E-20 9.2140E-09
 72      2.6908376 2.5169E+02 1.7826E-06 6.0979E-06 1.2278E-09 5.2220E-11 5.2953E-20 9.9869E-09
 73      1.7868934 2.6028E+02 1.7936E-06 4.4549E-06 5.7811E-10 5.5243E-11 5.6498E-20 1.0755E-08
 74      0.9938254 2.7065E+02 1.9588E-06 2.7852E-06 1.3156E-10 4.0572E-11 4.4614E-20 1.0512E-08
 75      0.2665921 2.5098E+02 1.7376E-06 1.1776E-06 1.9429E-16 2.4143E-11 5.6817E-20 1.1526E-08
